Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|AKO.A|Embotelladora Andina S.A. Common Stock|N| |N|100|N||AKO/A|AKO.A|N
Y|AKO.B|Embotelladora Andina S.A. Common Stock|N| |N|100|N||AKO/B|AKO.B|N
Y|AKP|Alliance California Municipal Income Fund Inc|N| |N|100|N||AKP|AKP|N
Y|AKR|Acadia Realty Trust Common Stock|N| |N|100|N||AKR|AKR|N
Y|AKRX|Akorn, Inc. - Common Stock|Q|Q|N|100|N|N||AKRX|N
Y|AKS|AK Steel Holding Corporation Common Stock|N| |N|100|N||AKS|AKS|N
Y|AKTS|Akoustis Technologies, Inc. - Common Stock|Q|S|N|100|N|N||AKTS|N
Y|AKTX|Akari Therapeutics Plc - American Depositary Shares|Q|S|N|100|N|N||AKTX|N
Y|AL|Air Lease Corporation Class A Common Stock|N| |N|100|N||AL|AL|N
Y|ALB|Albemarle Corporation Common Stock|N| |N|100|N||ALB|ALB|N
Y|ALBO|Albireo Pharma, Inc. - Common Stock|Q|S|N|100|N|N||ALBO|N
Y|ALCO|Alico, Inc. - Common Stock|Q|Q|N|100|N|N||ALCO|N
Y|ALD|WisdomTree Asia Local Debt Fund ETF|P| |Y|100|N||ALD|ALD|N
Y|ALDR|Alder BioPharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||ALDR|N
Y|ALDW|Alon USA Partners, LP Common Units representing Limited Partner Interests|N| |N|100|N||ALDW|ALDW|N
Y|ALDX|Aldeyra Therapeutics, Inc. - Common Stock|Q|S|N|100|N|N||ALDX|N
Y|ALE|Allete, Inc.|N| |N|100|N||ALE|ALE|N
Y|ALEX|Alexander & Baldwin, Inc. Common Stock|N| |N|100|N||ALEX|ALEX|N
Y|ALFA|AlphaClone Alternative Alpha ETF|P| |Y|100|N||ALFA|ALFA|N
Y|ALFI|ETF Series Solutions Trust ETF|P| |Y|100|N||ALFI|ALFI|N
Y|ALG|Alamo Group, Inc. Common Stock|N| |N|100|N||ALG|ALG|N
Y|ALGN|Align Technology, Inc. - Common Stock|Q|Q|N|100|N|N||ALGN|N
Y|ALGT|Allegiant Travel Company - Common Stock|Q|Q|N|100|N|N||ALGT|N
Y|ALIM|Alimera Sciences, Inc. - Common Stock|Q|G|N|100|N|N||ALIM|N
Y|ALJ|Alon USA Energy, Inc. common stick|N| |N|100|N||ALJ|ALJ|N
Y|ALJJ|ALJ Regional Holdings, Inc. - Common Stock|Q|G|N|100|N|N||ALJJ|N
Y|ALK|Alaska Air Group, Inc. Common Stock|N| |N|100|N||ALK|ALK|N
Y|ALKS|Alkermes plc - Ordinary Shares|Q|Q|N|100|N|N||ALKS|N
Y|ALL|Allstate Corporation (The) Common Stock|N| |N|100|N||ALL|ALL|N
Y|ALL$A|Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A|N| |N|100|N||ALLpA|ALL-A|N
Y|ALL$B|Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053|N| |N|100|N||ALLpB|ALL-B|N
Y|ALL$C|Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C|N| |N|100|N||ALLpC|ALL-C|N
Y|ALL$D|The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D|N| |N|100|N||ALLpD|ALL-D|N
Y|ALL$E|Allstate Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E|N| |N|100|N||ALLpE|ALL-E|N
Y|ALL$F|Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd|N| |N|100|N||ALLpF|ALL-F|N
Y|ALLE|Allegion plc Ordinary Shares|N| |N|100|N||ALLE|ALLE|N
Y|ALLT|Allot Communications Ltd. - Ordinary Shares|Q|Q|N|100|N|N||ALLT|N
Y|ALLY|Ally Financial Inc. Common Stock|N| |N|100|N||ALLY|ALLY|N
Y|ALLY$A|GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2|N| |N|100|N||ALLYpA|ALLY-A|N
Y|ALN|American Lorain Corporation Common Stock|A| |N|100|N||ALN|ALN|N
Y|ALNY|Alnylam Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ALNY|N
Y|ALO|Alio Gold Inc. Common Shares (Canada)|A| |N|100|N||ALO|ALO|N
Y|ALOG|Analogic Corporation - Common Stock|Q|Q|N|100|N|N||ALOG|N
Y|ALOT|AstroNova, Inc. - Common Stock|Q|G|N|100|N|N||ALOT|N
Y|ALP$O|Alabama Power Company Preferred Stock|N| |N|100|N||ALPpO|ALP-O|N
Y|ALQA|Alliqua BioMedical, Inc. - Common Stock|Q|S|N|100|N|D||ALQA|N
Y|ALR|Alere Inc. Common Stock|N| |N|100|N||ALR|ALR|N
Y|ALR$B|Alere Inc. Inverness Medical Innovations, Inc. Series B Convertible Perpetual Preferred Stock|N| |N|10|N||ALRpB|ALR-B|N
Y|ALRM|Alarm.com Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||ALRM|N
Y|ALSK|Alaska Communications Systems Group, Inc. - Common Stock|Q|Q|N|100|N|N||ALSK|N
Y|ALSN|Allison Transmission Holdings, Inc. Common Stock|N| |N|100|N||ALSN|ALSN|N
Y|ALT|Altimmune, Inc. - Common Stock|Q|G|N|100|N|N||ALT|N
Y|ALTS|ProShares Morningstar Alternatives Solution ETF|Z| |Y|100|N||ALTS|ALTS|N
Y|ALTY|Global X SuperDividend Alternatives ETF|Q|G|Y|100|N|N||ALTY|N
Y|ALV|Autoliv, Inc. Common Stock|N| |N|100|N||ALV|ALV|N
Y|ALX|Alexander's, Inc. Common Stock|N| |N|100|N||ALX|ALX|N
Y|ALXN|Alexion Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ALXN|N
Y|AM|Antero Midstream Partners LP Common Units representing limited partner interests|N| |N|100|N||AM|AM|N
Y|AMAG|AMAG Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||AMAG|N
Y|AMAT|Applied Materials, Inc. - Common Stock|Q|Q|N|100|N|N||AMAT|N
Y|AMBA|Ambarella, Inc. - Ordinary Shares|Q|Q|N|100|N|N||AMBA|N
Y|AMBC|Ambac Financial Group, Inc. - Common Stock|Q|Q|N|100|N|N||AMBC|N
Y|AMBCW|Ambac Financial Group, Inc. - Warrants|Q|Q|N|100|N|N||AMBCW|N
Y|AMBR|Amber Road, Inc. Common Stock|N| |N|100|N||AMBR|AMBR|N
Y|AMC|AMC Entertainment Holdings, Inc. Class A Common Stock|N| |N|100|N||AMC|AMC|N
Y|AMCN|AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares|Q|Q|N|100|N|E||AMCN|N
Y|AMCX|AMC Networks Inc. - Class A Common Stock|Q|Q|N|100|N|N||AMCX|N
Y|AMD|Advanced Micro Devices, Inc. - Common Stock|Q|S|N|100|N|N||AMD|N
Y|AMDA|Amedica Corporation - Common Stock|Q|S|N|100|N|H||AMDA|N
Y|AME|AMETEK, Inc.|N| |N|100|N||AME|AME|N
Y|AMED|Amedisys Inc - Common Stock|Q|Q|N|100|N|N||AMED|N
Y|AMFW|AMEC Foster Wheeler plc American Depositary Shares|N| |N|100|N||AMFW|AMFW|N
Y|AMG|Affiliated Managers Group, Inc. Common Stock|N| |N|100|N||AMG|AMG|N
Y|AMGN|Amgen Inc. - Common Stock|Q|Q|N|100|N|N||AMGN|N
Y|AMGP|Antero Midstream GP LP Common Shares of Beneficial Interests|N| |N|100|N||AMGP|AMGP|N
Y|AMH|American Homes 4 Rent Common Shares of Beneficial Interest|N| |N|100|N||AMH|AMH|N
Y|AMH$A|American Homes 4 Rent Participating Preferred Shares Series A|N| |N|100|N||AMHpA|AMH-A|N
Y|AMH$B|American Homes 4 Rent 5% Series B Participating Preferred Shares of Beneficial Interest|N| |N|100|N||AMHpB|AMH-B|N
Y|AMH$C|American Homes 4 Rent Participating Pfd Ser C|N| |N|100|N||AMHpC|AMH-C|N
Y|AMH$D|American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest|N| |N|100|N||AMHpD|AMH-D|N
Y|AMH$E|American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest|N| |N|100|N||AMHpE|AMH-E|N
Y|AMH$F|American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares|N| |N|100|N||AMHpF|AMH-F|N
Y|AMID|American Midstream Partners, LP Common Units representing Limited Partner Interests|N| |N|100|N||AMID|AMID|N
Y|AMJ|JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN|P| |N|100|N||AMJ|AMJ|N
Y|AMJL|Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16, 2036|P| |N|100|N||AMJL|AMJL|N
Y|AMKR|Amkor Technology, Inc. - Common Stock|Q|Q|N|100|N|N||AMKR|N
Y|AMLP|Alerian MLP ETF|P| |Y|100|N||AMLP|AMLP|N
Y|AMLX|Amplify YieldShares Oil Hedged MLP Income ETF|Z| |Y|100|N||AMLX|AMLX|N
Y|AMMA|Alliance MMA, Inc. - Common Stock|Q|S|N|100|N|N||AMMA|N
Y|AMN|AMN Healthcare Services Inc AMN Healthcare Services Inc|N| |N|100|N||AMN|AMN|N
Y|AMNB|American National Bankshares, Inc. - Common Stock|Q|Q|N|100|N|N||AMNB|N
Y|AMOT|Allied Motion Technologies, Inc. - Common Stock|Q|G|N|100|N|N||AMOT|N
Y|AMOV|America Movil, S.A.B. de C.V. Class A American Depositary Shares|N| |N|100|N||AMOV|AMOV|N
Y|AMP|Ameriprise Financial, Inc. Common Stock|N| |N|100|N||AMP|AMP|N
Y|AMPE|Ampio Pharmaceuticals, Inc.|A| |N|100|N||AMPE|AMPE|N
Y|AMPH|Amphastar Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||AMPH|N
Y|AMRB|American River Bankshares - Common Stock|Q|Q|N|100|N|N||AMRB|N
Y|AMRC|Ameresco, Inc. Class A Common Stock|N| |N|100|N||AMRC|AMRC|N
Y|AMRI|Albany Molecular Research, Inc. - Common Stock|Q|Q|N|100|N|N||AMRI|N
Y|AMRK|A-Mark Precious Metals, Inc. - Common Stock|Q|Q|N|100|N|N||AMRK|N
Y|AMRN|Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share|Q|G|N|100|N|N||AMRN|N
Y|AMRS|Amyris, Inc. - Common Stock|Q|Q|N|100|N|D||AMRS|N
Y|AMS|American Shared Hospital Services Common Stock|A| |N|100|N||AMS|AMS|N
Y|AMSC|American Superconductor Corporation - Common Stock|Q|Q|N|100|N|N||AMSC|N
Y|AMSF|AMERISAFE, Inc. - Common Stock|Q|Q|N|100|N|N||AMSF|N
Y|AMSWA|American Software, Inc. - Class A Common Stock|Q|Q|N|100|N|N||AMSWA|N
Y|AMT|American Tower Corporation (REIT) Common Stock|N| |N|100|N||AMT|AMT|N
Y|AMT$B|American Tower Corporation (REIT) Depositary Shares, each representing a 1/10th ownership interest in a share of 5.50% Mandatory Convertible Preferred Stock, Series B|N| |N|100|N||AMTpB|AMT-B|N
Y|AMTD|TD Ameritrade Holding Corporation - Common Stock|Q|Q|N|100|N|N||AMTD|N
Y|AMTX|Aemetis, Inc - Common Stock|Q|G|N|100|N|N||AMTX|N
Y|AMU|ETRACS Alerian MLP Index ETN|P| |N|100|N||AMU|AMU|N
Y|AMUB|ETRACS Alerian MLP Index ETN Series B due July 18, 2042|P| |N|100|N||AMUB|AMUB|N
Y|AMWD|American Woodmark Corporation - Common Stock|Q|Q|N|100|N|N||AMWD|N
Y|AMX|America Movil, S.A.B. de C.V. American Depository Receipt Series L|N| |N|100|N||AMX|AMX|N
Y|AMZA|InfraCap MLP ETF|P| |Y|100|N||AMZA|AMZA|N
Y|AMZN|Amazon.com, Inc. - Common Stock|Q|Q|N|100|N|N||AMZN|N
Y|AN|AutoNation, Inc. Common Stock|N| |N|100|N||AN|AN|N
Y|ANAB|AnaptysBio, Inc. - Common Stock|Q|Q|N|100|N|N||ANAB|N
Y|ANAT|American National Insurance Company - Common Stock|Q|Q|N|100|N|N||ANAT|N
Y|ANCB|Anchor Bancorp - Common Stock|Q|G|N|100|N|N||ANCB|N
Y|ANCX|Access National Corporation - Common Stock|Q|G|N|100|N|N||ANCX|N
Y|AND|Global X FTSE Andean 40 ETF|P| |Y|100|N||AND|AND|N
Y|ANDA|Andina Acquisition Corp. II - Ordinary Shares|Q|S|N|100|N|D||ANDA|N
Y|ANDAR|Andina Acquisition Corp. II - Right|Q|S|N|100|N|D||ANDAR|N
Y|ANDAU|Andina Acquisition Corp. II - Unit|Q|S|N|100|N|D||ANDAU|N
Y|ANDAW|Andina Acquisition Corp. II - Warrant|Q|S|N|100|N|D||ANDAW|N
Y|ANDE|The Andersons, Inc. - Common Stock|Q|Q|N|100|N|N||ANDE|N
Y|ANET|Arista Networks, Inc. Common Stock|N| |N|100|N||ANET|ANET|N
Y|ANF|Abercrombie & Fitch Company Common Stock|N| |N|100|N||ANF|ANF|N
Y|ANFI|Amira Nature Foods Ltd Ordinary Shares|N| |N|100|N||ANFI|ANFI|N
Y|ANGI|Angie's List, Inc. - Common Stock|Q|Q|N|100|N|N||ANGI|N
Y|ANGL|VanEck Vectors Fallen Angel High Yield Bond|P| |Y|100|N||ANGL|ANGL|N
Y|ANGO|AngioDynamics, Inc. - Common Stock|Q|Q|N|100|N|N||ANGO|N
Y|ANH|Anworth Mortgage Asset Corporation Common Stock|N| |N|100|N||ANH|ANH|N
Y|ANH$A|Anworth Mortgage Asset Corporation Series A Preferred Stock|N| |N|100|N||ANHpA|ANH-A|N
Y|ANH$B|Anworth Mortgage Asset  Corporation Preferred Stock Series B 6.25%|N| |N|100|N||ANHpB|ANH-B|N
Y|ANH$C|Anworth Mortgage Asset  Corporation 7.625% Series C Cumulative Redeemable  Preferred Stock|N| |N|100|N||ANHpC|ANH-C|N
Y|ANIK|Anika Therapeutics Inc. - Common Stock|Q|Q|N|100|N|N||ANIK|N
Y|ANIP|ANI Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||ANIP|N
Y|ANSS|ANSYS, Inc. - Common Stock|Q|Q|N|100|N|N||ANSS|N
Y|ANTH|Anthera Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|D||ANTH|N
Y|ANTM|Anthem, Inc. Common Stock|N| |N|100|N||ANTM|ANTM|N
Y|ANTX|Anthem, Inc. Corporate Units|N| |N|100|N||ANTX|ANTX|N
Y|ANW|Aegean Marine Petroleum Network Inc. Common Stock|N| |N|100|N||ANW|ANW|N
Y|ANY|Sphere 3D Corp. - Common Shares|Q|S|N|100|N|D||ANY|N
Y|AOA|iShares Core Aggressive Allocation ETF|P| |Y|100|N||AOA|AOA|N
Y|AOBC|American Outdoor Brands Corporation - Common Stock|Q|Q|N|100|N|N||AOBC|N
Y|AOD|Alpine Total Dynamic Dividend Fund Common Stock|N| |N|100|N||AOD|AOD|N
Y|AOI|Alliance One International, Inc. Common Stock|N| |N|100|N||AOI|AOI|N
Y|AOK|iShares Core Conservative Allocation ETF|P| |Y|100|N||AOK|AOK|N
Y|AOM|iShares Core Moderate Allocation ETF|P| |Y|100|N||AOM|AOM|N
Y|AON|Aon plc Class A Ordinary Shares (UK)|N| |N|100|N||AON|AON|N
Y|AOR|iShares Core Growth Allocation ETF|P| |Y|100|N||AOR|AOR|N
Y|AOS|A.O. Smith Corporation Common Stock|N| |N|100|N||AOS|AOS|N
Y|AOSL|Alpha and Omega Semiconductor Limited - Common Shares|Q|Q|N|100|N|N||AOSL|N
Y|AP|Ampco-Pittsburgh Corporation Common Stock|N| |N|100|N||AP|AP|N
Y|APA|Apache Corporation Common Stock|N| |N|100|N||APA|APA|N
Y|APAM|Artisan Partners Asset Management Inc. Class A Common Stock|N| |N|100|N||APAM|APAM|N
Y|APB|Asia Pacific Fund, Inc. (The)|N| |N|100|N||APB|APB|N
Y|APC|Anadarko Petroleum Corporation Common Stock|N| |N|100|N||APC|APC|N
Y|APD|Air Products and Chemicals, Inc. Common Stock|N| |N|100|N||APD|APD|N
Y|APDN|Applied DNA Sciences Inc - Common Stock|Q|S|N|100|N|N||APDN|N
Y|APDNW|Applied DNA Sciences Inc - Warrant|Q|S|N|100|N|N||APDNW|N
Y|APEI|American Public Education, Inc. - Common Stock|Q|Q|N|100|N|N||APEI|N
Y|APEN|Apollo Endosurgery, Inc. - Common Stock|Q|G|N|100|N|N||APEN|N
Y|APF|Morgan Stanley Asia-Pacific Fund, Inc.|N| |N|100|N||APF|APF|N
Y|APH|Amphenol Corporation Common Stock|N| |N|100|N||APH|APH|N
Y|APHB|AmpliPhi Biosciences Corporation Common Stock|A| |N|100|N||APHB|APHB|N
Y|APLE|Apple Hospitality REIT, Inc. Common Shares|N| |N|100|N||APLE|APLE|N
Y|APLP|Archrock Partners, L.P. - Common Units representing Limited Partner Interests|Q|Q|N|100|N|N||APLP|N
Y|APO|Apollo Global Management, LLC Class A Common Shares Representing Class A Limitied Liability Company Interests|N| |N|100|N||APO|APO|N
Y|APO$A|Apollo Global Management, LLC 6.375% Series A Preferred Shares|N| |N|100|N||APOpA|APO-A|N
Y|APOG|Apogee Enterprises, Inc. - Common Stock|Q|Q|N|100|N|N||APOG|N
Y|APOP|Cellect Biotechnology Ltd. - American Depositary Shares|Q|S|N|100|N|N||APOP|N
Y|APOPW|Cellect Biotechnology Ltd. - Warrants to Purchase ADRs|Q|S|N|100|N|N||APOPW|N
Y|APPF|AppFolio, Inc. - Class A Common Stock|Q|G|N|100|N|N||APPF|N
Y|APPN|Appian Corporation - Class A Common Stock|Q|G|N|100|N|N||APPN|N
Y|APPS|Digital Turbine, Inc. - Common Stock|Q|S|N|100|N|N||APPS|N
Y|APRI|Apricus Biosciences, Inc. - Common Stock|Q|S|N|100|N|N||APRI|N
Y|APT|Alpha Pro Tech, Ltd. Common Stock|A| |N|100|N||APT|APT|N
Y|APTI|Apptio, Inc. - Class A Common Stock|Q|G|N|100|N|N||APTI|N
Y|APTO|Aptose Biosciences, Inc. - Common Shares|Q|S|N|100|N|N||APTO|N
Y|APTS|Preferred Apartment Communities, Inc. Common Stock|N| |N|100|N||APTS|APTS|N
Y|APU|AmeriGas Partners, L.P. Common Stock|N| |N|100|N||APU|APU|N
Y|APVO|Aptevo Therapeutics Inc. - Common Stock|Q|Q|N|100|N|N||APVO|N
Y|APWC|Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share|Q|G|N|100|N|N||APWC|N
Y|AQB|AquaBounty Technologies, Inc. - Common Stock|Q|S|N|100|N|N||AQB|N
Y|AQMS|Aqua Metals, Inc. - Common Stock|Q|S|N|100|N|N||AQMS|N
Y|AQN|Algonquin Power & Utilities Corp. Common Shares|N| |N|100|N||AQN|AQN|N
Y|AQXP|Aquinox Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||AQXP|N
Y|AR|Antero Resources Corporation Common Stock|N| |N|100|N||AR|AR|N
Y|ARA|American Renal Associates Holdings, Inc Common Stock|N| |N|100|N||ARA|ARA|N
Y|ARAY|Accuray Incorporated - Common Stock|Q|Q|N|100|N|N||ARAY|N
Y|ARC|ARC Document Solutions, Inc. Common Stock|N| |N|100|N||ARC|ARC|N
Y|ARCB|ArcBest Corporation - Common Stock|Q|Q|N|100|N|N||ARCB|N
Y|ARCC|Ares Capital Corporation - Closed End Fund|Q|Q|N|100|N|N||ARCC|N
Y|ARCH|Arch Coal, Inc. Class A Common Stock|N| |N|100|N||ARCH|ARCH|N
Y|ARCI|Appliance Recycling Centers of America, Inc. - Common Stock|Q|S|N|100|N|D||ARCI|N
Y|ARCM|Arrow Reserve Capital Management ETF|Z| |Y|100|N||ARCM|ARCM|N
Y|ARCO|Arcos Dorados Holdings Inc. Class A Shares|N| |N|100|N||ARCO|ARCO|N
Y|ARCW|ARC Group Worldwide, Inc. - Common Stock|Q|S|N|100|N|N||ARCW|N
Y|ARCX|Arc Logistic Partners LP Common Units representing limited partner interest|N| |N|100|N||ARCX|ARCX|N
Y|ARD|Ardagh Group S.A. Common Shares|N| |N|100|N||ARD|ARD|N
Y|ARDC|Ares Dynamic Credit Allocation Fund, Inc. Common Shares|N| |N|100|N||ARDC|ARDC|N
Y|ARDM|Aradigm Corporation - Common Stock|Q|S|N|100|N|D||ARDM|N
Y|ARDX|Ardelyx, Inc. - Common Stock|Q|G|N|100|N|N||ARDX|N
Y|ARE|Alexandria Real Estate Equities, Inc. Common Stock|N| |N|100|N||ARE|ARE|N
Y|ARE$D|Alexandria Real Estate Equities, Inc. 7.00% Series D Cumulative Convertible Preferred Stock|N| |N|100|N||AREpD|ARE-D|N
Y|ARES|Ares Management L.P. Common Units representing Limited Partner Interests|N| |N|100|N||ARES|ARES|N
Y|ARES$A|Ares Management L.P. 7.00% Series A Preferred Units Representing Limited Partner Interests|N| |N|100|N||ARESpA|ARES-A|N
Y|AREX|Approach Resources Inc. - Common Stock|Q|Q|N|100|N|N||AREX|N
Y|ARGS|Argos Therapeutics, Inc. - Common Stock|Q|G|N|100|N|D||ARGS|N
Y|ARGT|Global X MSCI Argentina ETF|P| |Y|100|N||ARGT|ARGT|N
Y|ARGX|argenx SE - American Depositary Shares|Q|Q|N|100|N|N||ARGX|N
Y|ARH$C|Arch Capital Group Ltd. 6.75% PFD sh S C|N| |N|100|N||ARHpC|ARH-C|N
Y|ARI|Apollo Commercial Real Estate Finance, Inc|N| |N|100|N||ARI|ARI|N
Y|ARI$A|Apollo Commercial Real Estate Finance Cumulative Redeemable Perpetual Preferred Stock Series A|N| |N|100|N||ARIpA|ARI-A|N
Y|ARI$C|Apollo Commercial Real Estate Finance 8.00% Series C Cumulative Redeemable Perpetual Preferred Stock|N| |N|100|N||ARIpC|ARI-C|N
Y|ARII|American Railcar Industries, Inc. - Common Stock|Q|Q|N|100|N|N||ARII|N
Y|ARIS|ARI Network Services, Inc. - Common Stock|Q|S|N|100|N|N||ARIS|N
Y|ARKG|ARK Genomic Revolution Multi-Sector ETF|P| |Y|100|N||ARKG|ARKG|N
Y|ARKK|ARK Innovation ETF|P| |Y|100|N||ARKK|ARKK|N
Y|ARKQ|ARK Industrial Innovation ETF|P| |Y|100|N||ARKQ|ARKQ|N
Y|ARKR|Ark Restaurants Corp. - Common Stock|Q|G|N|100|N|N||ARKR|N
Y|ARKW|ARK Web x.0 ETF|P| |Y|100|N||ARKW|ARKW|N
Y|ARL|American Realty Investors, Inc. Common Stock|N| |N|100|N||ARL|ARL|N
Y|ARLP|Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests|Q|Q|N|100|N|N||ARLP|N
Y|ARLZ|Aralez Pharmaceuticals Inc. - Common Shares|Q|Q|N|100|N|N||ARLZ|N
Y|ARMK|Aramark Common Stock|N| |N|100|N||ARMK|ARMK|N
Y|ARNA|Arena Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ARNA|N
Y|ARNC|Arconic Inc. Common Stock|N| |N|100|N||ARNC|ARNC|N
Y|ARNC$|Arconic Inc. $3.75 Preferred Stock|A| |N|100|N||ARNCp|ARNC-|N
Y|ARNC$B|Arconic Inc. Depository Shares Representing 1/10th Preferred Convertilble Class B Series 1|N| |N|100|N||ARNCpB|ARNC-B|N
Y|AROC|Archrock, Inc. Common Stock|N| |N|100|N||AROC|AROC|N
Y|AROW|Arrow Financial Corporation - Common Stock|Q|Q|N|100|N|N||AROW|N
Y|ARQL|ArQule, Inc. - Common Stock|Q|G|N|100|N|N||ARQL|N
Y|ARR|ARMOUR Residential REIT, Inc.|N| |N|100|N||ARR|ARR|N
Y|ARR$A|Armour Residential REIT INC Preferred Series A|N| |N|100|N||ARRpA|ARR-A|N
Y|ARR$B|ARMOUR Residential REIT, Inc. Preferred Series B|N| |N|100|N||ARRpB|ARR-B|N
Y|ARRS|ARRIS International plc - Ordinary Shares|Q|Q|N|100|N|N||ARRS|N
Y|ARRY|Array BioPharma Inc. - Common Stock|Q|G|N|100|N|N||ARRY|N
Y|ARTNA|Artesian Resources Corporation - Class A Non-Voting Common Stock|Q|Q|N|100|N|N||ARTNA|N
Y|ARTW|Art's-Way Manufacturing Co., Inc. - Common Stock|Q|S|N|100|N|N||ARTW|N
Y|ARTX|Arotech Corporation - Common Stock|Q|G|N|100|N|N||ARTX|N
Y|ARU|Ares Capital Corporation 5.875% Senior Notes due 2022|N| |N|100|N||ARU/CL|ARU*|N
Y|ARW|Arrow Electronics, Inc. Common Stock|N| |N|100|N||ARW|ARW|N
Y|ARWR|Arrowhead Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||ARWR|N
Y|ASA|ASA  Gold and Precious Metals Limited|N| |N|100|N||ASA|ASA|N
Y|ASB|Associated Banc-Corp Common Stock|N| |N|100|N||ASB|ASB|N
Y|ASB$C|Associated Banc-Corp Depositary shares, each representing a 1/40th ownership interest in a share of 6.125% Non-Cumulative Perpetual Preferred Stock, Series C|N| |N|100|N||ASBpC|ASB-C|N
Y|ASB$D|Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.375% Non-Cumulative Perpetual Preferred Stock, Series D|N| |N|100|N||ASBpD|ASB-D|N
Y|ASB.W|Associated Banc-Corp Warrants|A| |N|100|N||ASB/WS|ASB+|N
Y|ASBB|ASB Bancorp, Inc. - Common Stock|Q|G|N|100|N|N||ASBB|N
Y|ASC|Ardmore Shipping Corporation Common Stock|N| |N|100|N||ASC|ASC|N
Y|ASCMA|Ascent Capital Group, Inc. - Series A Common Stock|Q|Q|N|100|N|N||ASCMA|N
Y|ASEA|Global X FTSE Southeast Asia ETF|P| |Y|100|N||ASEA|ASEA|N
Y|ASET|FlexShares Real Assets Allocation Index Fund|Q|G|Y|100|N|N||ASET|N
Y|ASFI|Asta Funding, Inc. - Common Stock|Q|Q|N|100|N|N||ASFI|N
Y|ASG|Liberty All-Star Growth Fund, Inc.|N| |N|100|N||ASG|ASG|N
Y|ASGN|On Assignment, Inc. Common Stock|N| |N|100|N||ASGN|ASGN|N
Y|ASH|Ashland Global Holdings Inc. Common Stock|N| |N|100|N||ASH|ASH|N
Y|ASHR|Deutsche X-Trackers Harvest CSI 300 China A-Shares ETF|P| |Y|100|N||ASHR|ASHR|N
Y|ASHS|Deutsche X-trackers Harvest CSI 500 China A-Shares Small Cap ETF|P| |Y|100|N||ASHS|ASHS|N
Y|ASHX|Deutsche X-trackers CSI 300 China A-Shares Hedged Equity ETF|P| |Y|100|N||ASHX|ASHX|N
Y|ASIX|AdvanSix Inc. Common Stock |N| |N|100|N||ASIX|ASIX|N
Y|ASM|Avino Silver & Gold Mines Ltd. Common Shares (Canada)|A| |N|100|N||ASM|ASM|N
Y|ASMB|Assembly Biosciences, Inc. - Common Stock|Q|S|N|100|N|N||ASMB|N
Y|ASML|ASML Holding N.V. - ADS represents 1 ordinary share|Q|Q|N|100|N|N||ASML|N
Y|ASNA|Ascena Retail Group, Inc. - Common Stock|Q|Q|N|100|N|N||ASNA|N
Y|ASND|Ascendis Pharma A/S - American Depositary Shares|Q|Q|N|100|N|N||ASND|N
Y|ASPN|Aspen Aerogels, Inc. Common Stock|N| |N|100|N||ASPN|ASPN|N
Y|ASPS|Altisource Portfolio Solutions S.A. - Common Stock|Q|Q|N|100|N|N||ASPS|N
Y|ASR|Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock|N| |N|100|N||ASR|ASR|N
Y|ASRV|AmeriServ Financial Inc. - Common Stock|Q|G|N|100|N|N||ASRV|N
